"","GENE_SYMBOL","GSM1443061","GSM1443062","GSM1443063","GSM1443064","GSM1443065","GSM1443066","Tetanis_Means"
"CABYR","CABYR",0.12,0.37,0.26,0.54,0.26,0.21,0.293333333333333
"SLC6A17","SLC6A17",0.12,0.04,0.05,0.08,0.16,0.11,0.0933333333333333
"SYT16","SYT16",0.07,0.04,0.05,0.08,0.08,0.11,0.0716666666666667
"TMEM67","TMEM67",0.03,0.04,0.05,0.08,0.09,0.11,0.0666666666666667
"ZNF461","ZNF461",0.94,1502820,1232109,2255164,1385138,0.39,1062538.72166667
"KIAA1267","KIAA1267",4982081,1479145,1058975,6440823,40709301,9396495,10677803.3333333
"TIGD7","TIGD7",0.56,1321261,0.44,0.88,1752077,7895550,1828148.31333333
"OXCT1","OXCT1",1150111,3975963,64079564,150347844,74623113,71008003,60864099.6666667
"PDCD6","PDCD6",29182191,57766421,24494519,291299466,388280385,136552655,154595939.5
"SESTD1","SESTD1",0.03,0.06,0.05,25399713,0.1,0.99,4233285.705
"OGFOD2","OGFOD2",1745783,6342408,2725854,7066487,21398700,10823182,8350402.33333333
"GGTA1","GGTA1",1197169,0.71,1306337,0.91,1321932,0.59,637573.368333333
"KIAA1324","KIAA1324",0.24,0.05,0.06,0.07,0.07,0.11,0.1
"C12orf27","C12orf27",1009770,10248192,1054680,3110873,2209462,0.56,2938829.59333333
"ZP2","ZP2",7608143,0.64,13989437,1093506,1250907,0.27,3990332.31833333
"GPR183","GPR183",15324067,12541419,20610959,0.39,0.22,13195408,10278642.2683333
"MGC29506","MGC29506",375678340,431422808,806094414,1791056866,1900788660,654351299,993232064.5
"TM4SF5","TM4SF5",0.79,0.61,0.68,1988118,0.96,0.35,331353.565
"STAMBPL1","STAMBPL1",0.1,0.12,0.35,0.07,6773996,0.11,1128999.45833333
"NPAS4","NPAS4",0.03,0.09,0.08,0.11,0.07,0.11,0.0816666666666667
"SEMA5B","SEMA5B",0.42,0.28,0.44,0.69,0.57,0.11,0.418333333333333
"KIAA0114","KIAA0114",11960364,48638626,2935143,3374930,340030390,179510361,97741635.6666667
"CHST1","CHST1",0.73,0.04,0.1,0.08,0.26,0.15,0.226666666666667
"SH2D4A","SH2D4A",1287664,3133185,0.92,1331023,1272493,1768299,1465444.15333333
"CRYBA1","CRYBA1",0.71,0.04,3102206,0.12,60835861,0.11,10656344.6633333
"PL-5283","PL-5283",0.03,0.13,0.05,1375525,0.08,0.11,229254.233333333
"BCL9L","BCL9L",2123003,0.66,0.57,2710918,0.39,0.67,805653.881666667
"HOXD1","HOXD1",0.08,0.04,0.07,0.08,0.17,0.13,0.095
"AXL","AXL",0.09,0.37,0.08,0.11,0.1,18487098,3081183.125
"LYZ","LYZ",46115483,0.14,3249303,68949142,0.07,0.11,19718988.0533333
"ATG4A","ATG4A",10399022,30455524,20602641,44024166,126741012,9770572,40332156.1666667
"C1QBP","C1QBP",17084958,36182512,70416308,187556404,338150962,112363422,126959094.333333
"QRFPR","QRFPR",0.33,0.04,0.06,0.07,0.07,0.11,0.113333333333333
"C20orf27","C20orf27",0.98,2612733,1321723,0.17,40143083,0.17,7346256.72
"RNF19B","RNF19B",3565067,21563929,0.34,9180954,5528256,62491886,17055015.39
"WFDC10A","WFDC10A",3049656,0.04,0.06,0.07,0.07,0.11,508276.058333333
"SLC6A3","SLC6A3",0.03,0.04,0.06,0.07,0.07,0.11,0.0633333333333333
"PRAF2","PRAF2",6348027,8505094,4333187,4434503,18596180,3631713,7641450.66666667
"IL4I1","IL4I1",8600986,6864861,7614484,5394922,9242744,1175501,6482249.66666667
"DNAJA3","DNAJA3",0.29,0.04,0.06,0.08,0.07,0.26,0.133333333333333
"C20orf96","C20orf96",1167762,18689930,0.15,0.3,0.14,0.11,3309615.45
"LOC441795","LOC441795",45798000,5812590,15779064,302922955,166915648,59243313,99411928.3333333
"FDPS","FDPS",46351110,291105463,185056302,874503677,906870667,634866958,489792362.833333
"CD200","CD200",1735094,0.84,0.23,0.28,0.22,0.11,289182.613333333
"VRK3","VRK3",3004213,0.27,0.11,0.2,0.09,20157734,3860324.61166667
"LRIG1","LRIG1",6544907,10815546,17533502,18353949,16762104,0.66,11668334.7766667
"CXXC1","CXXC1",0.5,21642579,44134366,110469666,17167440,63949978,42894004.9166667
"FAM167B","FAM167B",39637817,30798778,28273385,20180809,28420185,6867774,25696458
"GYS2","GYS2",0.09,0.06,0.06,0.08,0.1,0.12,0.085
"RAB34","RAB34",1841204,18138729,118713215,5139585,3326865,0.43,24526599.7383333
"SIX2","SIX2",1274541,1217023,0.48,0.26,0.66,0.63,415261.005
"ZSCAN21","ZSCAN21",2421091,1515210,1069917,0.53,76572575,1941187,13919996.755
"ZUFSP","ZUFSP",0.34,3883784,0.87,0.41,0.2,0.11,647297.655
"CRYBA2","CRYBA2",18047006,24601163,46746976,52171657,35554309,8669329,30965073.3333333
"DLEU1","DLEU1",0.07,1686628,0.06,0.07,36503583,0.11,6365035.21833333
"FLJ37396","FLJ37396",0.03,0.04,0.06,0.07,0.07,0.11,0.0633333333333333
"SIL1","SIL1",58193251,80917451,52941761,164712919,70844750,7658714,72544807.6666667
"PHLPPL","PHLPPL",0.12,0.08,0.08,7108533,62165028,7192191,12744292.0466667
"ARHGAP5","ARHGAP5",0.17,0.15,2084136,0.07,0.16,0.11,347356.11
"MLH3","MLH3",0.13,0.04,0.06,0.07,0.07,20714358,3452393.06166667
"GBA3","GBA3",0.05,0.07,0.13,0.19,0.52,0.11,0.178333333333333
"HIST1H2BF","HIST1H2BF",49618476,78457220,157986624,117007725,331585397,12581950,124539565.333333
"GLB1L","GLB1L",0.18,0.13,0.27,0.19,0.34,0.11,0.203333333333333
"BAHD1","BAHD1",5871388,16316333,6607831,26918834,11697207,2269528,11613520.1666667
"CCDC63","CCDC63",0.9,0.32,0.29,0.14,6057243,0.14,1009540.79833333
"FAM131C","FAM131C",15716452,19010928,16303567,23570698,20768079,6467704,16972904.6666667
"PROK2","PROK2",0.03,0.04,0.05,0.08,0.09,0.11,0.0666666666666667
"EEF2","EEF2",187583210,364606713,606142373,1172079455,1621393659,93922965,674288062.5
"LOC100130716","LOC100130716",9072883,1844495,1192546,0.85,1722666,3077554,2818357.475
"WDR88","WDR88",0.03,1208833,1414058,0.08,0.1,0.12,437148.555
"AIG1","AIG1",14690470,30447791,6743633,6725595,2980304,8597941,11697622.3333333
"WDR54","WDR54",1152600,0.15,223457266,1849492,0.33,0.56,37743226.5066667
"ADRA2A","ADRA2A",47040596,40626084,42351654,40863637,49991816,7881550,38125889.5
"C2orf73","C2orf73",0.15,0.08,0.06,0.22,0.1,0.11,0.12
"PPEF2","PPEF2",0.21,0.12,0.14,0.23,0.07,0.11,0.146666666666667
"KDELR3","KDELR3",0.87,13095307,2083999,0.95,3552239,2707907,3573242.30333333
"TTLL5","TTLL5",2021756,43049159,16259645,5368215,2480835,11760693,13490050.5
"FTCD","FTCD",7049483,5669604,21117911,6076097,8501479,0.9,8069095.81666667
"LRFN5","LRFN5",0.03,0.04,0.06,0.07,0.07,0.11,0.0633333333333333
"TMOD1","TMOD1",5500979,104867639,3741929,121092872,0.28,0.11,39200569.8983333
"RAB3IL1","RAB3IL1",2510692,2022285,2113188,3300312,2049111,0.66,1999264.77666667
"SLC16A8","SLC16A8",142003212,131227183,147293125,190791854,474544314,11538561,182899708.166667
"COL7A1","COL7A1",2402983,2017591,1991174,3442757,2436641,0.52,2048524.42
"C4orf48","C4orf48",8716874,11647958,20123735,26373693,17775665,3523689,14693602.3333333
"OSTbeta","OSTbeta",0.75,1412273,0.71,2158075,1487706,0.74,843009.366666667
"PRB3","PRB3",26957417,11884153,6687300,5916067,13731812,28853254,15671667.1666667
"CCDC136","CCDC136",0.16,0.37,0.18,0.37,0.85,0.12,0.341666666666667
"ZNF663","ZNF663",0.03,0.04,0.05,0.08,0.1,0.12,0.07
"LY6H","LY6H",1,2907763,1313527,2380495,1610492,0.46,1368713.07666667
"NAPSB","NAPSB",3103292,3048501,3826944,3557204,4249701,0.77,2964273.795
"TENC1","TENC1",1355521,31751338,1076423,17607384,0.89,0.3,8631777.865
"NME2P1","NME2P1",44078433,128372786,76400917,257686493,224171760,38259633,128161670.333333
"MYRIP","MYRIP",0.1,0.04,0.06,0.07,0.07,0.11,0.075
"CD37","CD37",25432441,110212959,20030880,186152120,165773409,5484635,85514407.3333333
"KCNQ5","KCNQ5",1607185,0.98,1681374,4541936,2166539,2276683,2045619.66333333
"TAF11","TAF11",2315727,0.66,5330429,20353514,0.31,42683962,11780605.495
"PTPDC1","PTPDC1",0.79,0.44,1277873,0.78,1317132,0.55,432501.26
"LOC284072","LOC284072",2350135,0.33,0.44,0.21,0.43,0.21,391689.436666667
"C1orf26","C1orf26",0.07,0.04,0.09,0.07,0.35,0.43,0.175
"HTRA2","HTRA2",1059452,4650675,4296751,21716474,72974527,5482152,18363338.5
"C15orf50","C15orf50",0.2,0.31,0.23,0.31,0.28,0.23,0.26
"SLC26A11","SLC26A11",11135736,3855981,3556372,7099741,5166406,1022768,5306167.33333333
"SOX15","SOX15",0.14,0.18,0.21,0.29,0.46,0.32,0.266666666666667
"JHDM1D","JHDM1D",0.21,0.53,5277997,5844122,323572299,47520329,63702457.9566667
"DHODH","DHODH",0.06,0.17,0.05,0.08,0.1,0.48,0.156666666666667
"MAGEC2","MAGEC2",5071150,0.17,0.14,0.08,0.1,1647623,1119795.58166667
"COX8A","COX8A",3696000,13850696,0.44,0.53,0.5,4553796,3683415.57833333
"FAM96A","FAM96A",1342391,8034897,27031554,40831114,32203134,49370890,26468996.6666667
"HSDL1","HSDL1",0.05,0.04,1052717,0.07,40365427,0.11,6903024.045
"F9","F9",0.17,0.09,0.18,1242106,0.76,0.11,207017.885
"RASGRP2","RASGRP2",7907304,9209029,7830167,15312076,147621661,4144574,32004135.1666667
"TAS2R42","TAS2R42",0.12,0.04,0.06,13627182,0.07,0.11,2271197.06666667
"TRHDE","TRHDE",0.03,0.04,0.06,0.07,0.07,0.11,0.0633333333333333
"C19orf63","C19orf63",0.72,19720686,33839488,5890687,0.18,0.32,9908477.03666667
"LOC85391","LOC85391",3522105,70067185,49378211,175353393,16224161,92367795,67818808.3333333
"PLCE1","PLCE1",2243399,0.29,0.32,0.28,0.41,0.24,373900.09
"LOC100133897","LOC100133897",54118117,134578751,78295726,61143989,71298662,22883095,70386390
"DKFZP434A062","DKFZP434A062",12195874,17006363,10108536,3472655,20733600,2296177,10968867.5
"LITAF","LITAF",0.27,12572387,52812185,0.07,14765850,60078060,23371413.7233333
"CSN3","CSN3",0.29,0.21,0.29,0.47,1,0.42,0.446666666666667
"PUSL1","PUSL1",0.89,0.19,3208317,20575032,0.07,0.11,3963891.71
"C1orf156","C1orf156",4831949,0.32,0.78,3598304,0.3,1823618,1708978.73333333
"GFRAL","GFRAL",0.09,0.04,0.06,0.08,0.11,0.11,0.0816666666666667
"PPM1L","PPM1L",0.13,0.04,0.12,0.26,0.33,4601509,766918.313333333
"LOC284912","LOC284912",3734911,3080651,5716751,7811002,9140663,0.86,4913996.47666667
"GUCY2C","GUCY2C",0.99,0.97,0.83,1960314,0.71,0.39,326719.648333333
"PROM2","PROM2",0.94,3513551,0.83,0.84,0.73,0.38,585592.453333333
"C12orf59","C12orf59",1511998,1409760,1023257,0.74,1916950,0.65,976994.398333333
"C6orf145","C6orf145",1427484,1123064,2921047,23321879,1291332,0.12,5014134.35333333
"LOC153328","LOC153328",3254563,5393254,4586986,7361911,4292002,0.41,4148119.40166667
"MAPK7","MAPK7",2285842,1389113,2565442,14559718,3833420,0.42,4105589.23666667
"PCSK2","PCSK2",0.03,0.04,0.05,0.08,0.09,0.11,0.0666666666666667
"CPXCR1","CPXCR1",0.2,0.3,0.05,0.08,0.1,0.12,0.141666666666667
"ZBTB3","ZBTB3",0.31,0.34,0.36,0.47,1332363,0.12,222060.766666667
"ZAN","ZAN",8114297,17259689,15669831,11218160,6684035,2822504,10294752.6666667
"TAF1L","TAF1L",22401713,13101079,30698324,42294948,46423993,33577612,31416278.1666667
"BUD31","BUD31",7240521,25851107,2040150,66447163,65439458,101888261,44817776.6666667
"SRD5A3","SRD5A3",0.5,0.09,33355142,1228610,0.17,1571184,6025822.79333333
"RASSF6","RASSF6",0.03,0.04,0.06,0.07,0.07,0.11,0.0633333333333333
"DEM1","DEM1",6534298,6687236,3527124,5491778,0.95,0.49,3706739.57333333
"LOC344595","LOC344595",1714421,0.18,5259862,4790819,0.16,0.11,1960850.40833333
"IGFBP4","IGFBP4",0.4,0.43,0.73,0.35,0.32,0.17,0.4
"PJA1","PJA1",0.36,0.17,0.16,0.68,0.19,0.11,0.278333333333333
"C16orf7","C16orf7",5282946,6225002,8143501,4667585,4811017,1561973,5115337.33333333
"SIRT4","SIRT4",0.03,0.04,0.06,0.08,0.11,14205979,2367663.22
"PLA2G10","PLA2G10",1838554,16786093,0.06,0.13,0.17,15557708,5697059.22666667
"XRCC1","XRCC1",1077266,74176581,188218755,12220533,2931147,43004548,53604805
"TBC1D15","TBC1D15",0.77,0.42,0.35,0.29,0.53,0.36,0.453333333333333
"ARG1","ARG1",0.06,0.04,0.05,0.09,1257918,8661095,1653168.87333333
"ITGB5","ITGB5",2321769,1887933,2282144,2751754,4948093,0.43,2365282.23833333
"ORC3L","ORC3L",0.38,0.19,0.38,0.57,20414522,63834433,14041492.7533333
"MAGEA2B","MAGEA2B",0.47,0.16,0.2,0.2,0.32,0.91,0.376666666666667
"SCN10A","SCN10A",4359044,9873898,0.34,0.47,0.39,0.24,2372157.24
"LOC646090","LOC646090",0.11,0.23,0.45,10234300,0.24,0.12,1705716.85833333
"NEDD9","NEDD9",0.03,0.05,0.05,0.08,0.17,0.14,0.0866666666666667
"IP6K3","IP6K3",0.24,0.28,0.57,0.59,0.38,0.42,0.413333333333333
"GMCL1L","GMCL1L",0.03,0.04,0.06,0.07,0.07,1294717,215786.211666667
"TRIM58","TRIM58",0.03,0.04,0.06,0.07,0.09,0.11,0.0666666666666667
"NUDT9","NUDT9",0.03,0.04,0.06,0.07,0.07,4478090,746348.378333333
"LOC644613","LOC644613",1384403,0.79,0.94,4146581,1257887,0.27,1131478.83333333
"NBL1","NBL1",5062785,7717375,7090320,4653088,6059022,1906163,5414792.16666667
"SSX9","SSX9",0.64,0.63,0.71,2654655,1350188,1226765,871934.996666667
"MOGAT3","MOGAT3",2663148,3678508,4195879,4965313,4279635,0.92,3297080.65333333
"ECOP","ECOP",10579096,45394766,66966129,182117155,104320849,62325860,78617309.1666667
"WNT5B","WNT5B",3835179,7701194,3489597,9756142,3690308,1081195,4925602.5
"TBX15","TBX15",0.03,0.04,0.06,0.08,0.11,0.13,0.075
"CADM4","CADM4",1796353,1328329,2467636,1427245,2556790,1443677,1836671.66666667
"FGF9","FGF9",1038900,3632311,2188868,4435718,6098588,0.37,2899064.22833333
"ZDHHC23","ZDHHC23",4413441,4225971,10119054,1125531,4115640,5753655,4958882
"C10orf58","C10orf58",0.37,0.07,0.05,0.08,0.21,0.11,0.148333333333333
"BIVM","BIVM",2981109,5334167,0.28,0.28,0.1,4843818,2193182.44333333
"EID2","EID2",0.37,0.28,0.05,27127366,0.1,11909689,6506175.96666667
"ASTL","ASTL",1043902,1910848,1957395,2772349,1945354,0.61,1604974.76833333
"TTC18","TTC18",0.13,5520256,0.17,0.11,0.21,0.34,920042.826666667
"MPV17","MPV17",1217706,124879209,0.43,0.28,9714172,29045382,27476078.285
"PISD","PISD",2516137,0.65,54236405,8377245,0.54,2708837,11306437.5316667
"LCN6","LCN6",0.15,0.21,0.19,0.2,0.37,0.11,0.205
"SLC35B1","SLC35B1",26255622,151694192,285677268,611983957,96777451,81120782,208918212
"KIAA1654","KIAA1654",1423225,2626825,1586675,5289130,2768343,0.37,2282366.395
"PIK3C2B","PIK3C2B",0.07,0.21,50922773,0.22,0.07,0.9,8487129.07833333
"LOC100130278","LOC100130278",0.33,0.04,0.06,0.1,0.07,0.11,0.118333333333333
"LOC341378","LOC341378",0.05,0.47,0.06,4402600,12033029,1766035,3033610.76333333
"THOC1","THOC1",0.04,1497706,1547055,65193250,0.11,6344985,12430499.3583333
"C8orf60","C8orf60",0.07,3008418,0.51,0.27,0.26,4838874,1307882.185
"DEFA5","DEFA5",0.37,0.49,0.38,0.46,0.44,0.31,0.408333333333333
"C9orf66","C9orf66",0.11,0.11,0.09,0.4,0.42,0.71,0.306666666666667
"IPW","IPW",0.03,0.04,0.06,0.08,4822554,0.11,803759.053333333
"C7orf28B","C7orf28B",16467316,33802364,6641146,125437986,0.22,32343640,35782075.37
"EPS15L1","EPS15L1",0.22,0.51,0.19,0.08,0.26,4230164,705027.543333333
"PDHA1","PDHA1",6539887,2205646,1652051,18470495,37198428,4065383,11688648.3333333
"KATNA1","KATNA1",0.32,0.15,0.17,0.99,0.81,0.84,0.546666666666667
"PACRG","PACRG",0.3,0.56,1835372,0.83,0.65,0.55,305895.815
"TRMU","TRMU",4848656,6876959,10264014,19822688,11829817,1885059,9254532.16666667
"FLJ37464","FLJ37464",1225382,21281331,0.21,0.22,0.33,0.26,3751119.00333333
"C19orf41","C19orf41",1053843,2765698,2601651,3413832,5422716,0.39,2542956.73166667
"TFAP2B","TFAP2B",0.03,0.04,0.05,0.08,0.09,0.11,0.0666666666666667
"C13orf27","C13orf27",0.43,0.3,0.86,113211957,0.48,62443210,29275861.5116667
"C3orf48","C3orf48",1649568,4169579,2820160,3574046,2662035,2144608,2836666
"NPSR1","NPSR1",0.09,0.2,0.06,0.2,0.18,0.12,0.141666666666667
"OR51E1","OR51E1",2037093,0.38,0.2,1454224,2887948,0.12,1063210.95
"ZRSR1","ZRSR1",85380313,119031487,49513986,100389920,55129836,40603258,75008133.3333333
"MTA2","MTA2",20803253,75900472,63871277,260592022,248350521,27255850,116128899.166667
"SIPA1","SIPA1",9896777,15172525,24713343,13607101,16174851,1605660,13528376.1666667
"HACE1","HACE1",0.12,0.15,0.12,0.09,0.13,0.11,0.12
"UBE2M","UBE2M",2723705,15212422,13285395,68829435,39877573,8644810,24762223.3333333
"RLF","RLF",0.05,27190653,0.08,0.07,231486368,8586438,44543909.8666667
"INTS1","INTS1",3683987,39394711,105837023,81721915,13689721,0.97,40721226.3283333
"FCGR2B","FCGR2B",4329548,16055840,21828052,8813166,216381296,13878810,46881118.6666667
"HEATR7B2","HEATR7B2",0.34,0.37,0.45,0.22,0.77,0.14,0.381666666666667
"LOC100130703","LOC100130703",0.46,0.55,0.38,0.45,0.37,2924369,487395.201666667
"NT5C3L","NT5C3L",5396107,0.11,0.47,0.24,2114899,0.13,1251834.49166667
"LOC727992","LOC727992",15952358,31217665,13336173,9394761,7007765,2186689,13182568.5
"C19orf38","C19orf38",14592051,3096914,2429799,24050814,7278931,3028763,9079545.33333333
"HIST1H4K","HIST1H4K",1724233,1092084,1320536,1694748,18657335,0.21,4081489.36833333
"PCSK4","PCSK4",33386323,21040428,47280971,20262575,25517295,9314261,26133642.1666667
"MRC2","MRC2",2671473,3004567,1783871,2013215,2990782,0.98,2077318.16333333
"C16orf71","C16orf71",0.32,0.25,0.24,0.16,0.51,0.11,0.265
"SOBP","SOBP",0.1,0.17,0.17,0.42,0.11,0.25,0.203333333333333
"C16orf54","C16orf54",72105712,41534383,62658064,318521721,44546376,52331838,98616349
"ZNF69","ZNF69",0.03,0.25,0.05,0.08,0.1,0.12,0.105
"LRRC23","LRRC23",0.1,0.15,0.07,0.1,0.28,0.12,0.136666666666667
"HMGCLL1","HMGCLL1",0.3,0.25,0.3,0.3,0.65,0.24,0.34
"RGS19","RGS19",12084925,11575319,24721603,25656903,21560572,1872097,16245236.5
"PKIG","PKIG",2180182,1918188,2275222,16681532,2079421,1902213,4506126.33333333
"HSPB2","HSPB2",1662684,0.78,0.73,1519577,0.4,0.2,530377.185
"LOC158830","LOC158830",7097400,2947565,13991825,9530189,4179642,2441371,6697998.66666667
"EIF3I","EIF3I",5649781,2700437,2257459,41516203,37397935,4946996,15744801.8333333
"CBWD2","CBWD2",1555089,39701287,47043336,35415255,80529248,71201241,45907576
"ZNF234","ZNF234",0.25,0.06,0.08,0.07,0.09,0.11,0.11
"ATP2B2","ATP2B2",6048010,8670000,20779948,4943870,5195588,1596631,7872341.16666667
"FXC1","FXC1",0.03,1096653,7683749,0.07,0.07,6040822,2470204.02833333
"LOC643779","LOC643779",197448405,319693564,396685223,532782697,727855704,158688885,388859079.666667
"DEFB123","DEFB123",2964634,1030900,1095208,3205734,1069494,0.62,1560995.10333333
"LOC390213","LOC390213",1265878,4152730,1175122,0.99,1954723,0.88,1424742.47833333
"TMEM116","TMEM116",10220028,9476176,4468474,1830031,2451843,13532767,6996553.16666667
"C10orf35","C10orf35",19353323,19306792,33496858,26179828,19219459,1685618,19873646.3333333
"TCERG1","TCERG1",0.5,0.82,0.06,3340075,18505134,20841745,7114492.56333333
"SLC25A10","SLC25A10",0.34,0.17,0.28,1876030,2959279,1838713,1112337.13166667
"SLITRK5","SLITRK5",0.1,0.04,0.06,0.08,0.09,0.11,0.08
"PIGX","PIGX",0.03,0.04,0.05,0.08,0.09,4647626,774604.381666667
"FLJ35220","FLJ35220",5514997,3649036,6662716,8214004,49949592,0.92,12331724.32
"AFF2","AFF2",0.03,0.33,0.05,0.08,0.1,0.12,0.118333333333333
"LOC728323","LOC728323",0.49,0.55,53943166,48499937,8634587,0.12,18512948.5266667
"XKR5","XKR5",0.29,0.04,0.05,0.25,0.43,0.12,0.196666666666667
"PI4KAP2","PI4KAP2",23308440,26565090,28095535,1634878,112274100,26798499,36446090.3333333
"ISG15","ISG15",14493014,11082880,26955492,27565572,12071417,4163436,16055301.8333333
"ADPRH","ADPRH",0.34,0.43,0.32,0.4,0.65,0.2,0.39
"ARHGEF19","ARHGEF19",0.21,0.5,12046518,0.38,0.43,0.19,2007753.285
"GIP","GIP",5199088,7145749,7329891,4194025,5018142,0.41,4814482.56833333
"MFAP1","MFAP1",0.21,0.04,0.06,0.07,0.07,1388944,231490.741666667
"MGC14738","MGC14738",0.03,0.04,0.06,0.07,0.08,0.11,0.065
"ADPRHL2","ADPRHL2",18706926,7535659,14156502,101378508,37975717,58569670,39720497
"CXorf1","CXorf1",0.03,0.04,0.06,0.08,0.08,0.11,0.0666666666666667
"BZW2","BZW2",9625814,42600196,0.32,0.69,1268399,4375047,9644909.50166667
"ABCD4","ABCD4",0.03,0.04,0.59,0.08,0.08,0.11,0.155
"C1orf95","C1orf95",1183098,1465918,0.95,1524187,0.99,0.67,695534.268333333
"GK2","GK2",0.09,0.04,0.06,0.09,0.18,0.11,0.095
"YRDC","YRDC",3372962,5176129,2247207,3538150,87376666,7671954,18230511.3333333
"SEMA7A","SEMA7A",0.13,0.08,0.71,0.1,0.08,0.11,0.201666666666667
"ULBP1","ULBP1",0.38,0.2,0.29,0.38,0.65,0.18,0.346666666666667
"CHST6","CHST6",13063814,15707682,17148911,17144772,16670342,2221704,13659537.5
"LOC100133118","LOC100133118",25387365,26772697,5914322,0.51,240814655,26000544,54148263.9183333
"RNF187","RNF187",0.28,0.04,0.12,24040664,0.09,0.86,4006777.565
"TRIM3","TRIM3",0.1,0.18,0.14,0.16,0.1,0.25,0.155
"SEMG2","SEMG2",0.07,0.13,0.05,0.11,0.27,0.12,0.125
"NTN3","NTN3",13081399,9686265,17895029,18418726,16531592,1445194,12843034.1666667
"LOC643401","LOC643401",0.03,0.04,0.06,0.07,0.07,0.11,0.0633333333333333
"CYB5A","CYB5A",0.39,0.29,0.29,0.1,0.21,25324149,4220691.71333333
"XCL2","XCL2",2238252,4153260,2196454,1016443,2034604,1079370,2119730.5
"C18orf22","C18orf22",0.28,11536519,22621242,49965786,0.07,16821938,16824247.5583333
"LOC401076","LOC401076",0.92,16483176,22212027,34710395,103231795,27436536,34012321.6533333
"SLC45A1","SLC45A1",0.24,0.31,0.65,1449393,0.34,0.11,241565.775
"LOC100128737","LOC100128737",2506860,2275182,3622033,3814603,2437416,0.97,2442682.495
"SNAP47","SNAP47",0.07,0.04,42608358,0.07,0.07,0.11,7101393.06
"HSPA6","HSPA6",3475285,2388987,3982183,4332345,2210008,10960755,4558260.5
"AGBL2","AGBL2",0.17,0.19,0.22,0.09,0.27,0.15,0.181666666666667
"CRYZL1","CRYZL1",0.12,0.04,0.09,0.51,0.32,0.18,0.21
"CORO2B","CORO2B",0.28,0.21,0.32,0.23,0.29,0.22,0.258333333333333
"LOC283861","LOC283861",2240017,0.55,0.7,0.76,42412616,0.25,7442105.87666667
"LOC100133287","LOC100133287",0.13,0.18,0.17,0.32,0.49,0.33,0.27
"LOC728153","LOC728153",0.86,1024214,1213690,0.8,1951967,0.67,698312.221666667
"RGPD1","RGPD1",0.07,0.2,0.23,0.11,0.09,0.11,0.135
"DNAJC12","DNAJC12",0.15,0.26,0.09,0.14,0.27,0.13,0.173333333333333
"NKX2-8","NKX2-8",19337291,23843146,12921435,15551379,10912038,1559783,14020845.3333333
"LGALS9","LGALS9",21797238,20250965,63532770,172470256,30274046,3623011,51991381
"ADAM20","ADAM20",1377281,0.2,0.18,0.39,0.1,0.14,229547.001666667
"DDO","DDO",1201156,0.78,3576221,1544726,1251237,1128306,1450274.46333333
"EZH2","EZH2",4278841,6067567,6507925,7367547,0.77,4309111,4755165.295
"ZNF627","ZNF627",0.03,0.04,0.06,0.07,0.07,0.11,0.0633333333333333
"LOC645683","LOC645683",387348616,442376041,733931656,767988050,1072488459,452282244,642735844.333333
"C2orf44","C2orf44",5829408,0.14,0.79,1691870,0.25,0.11,1253546.54833333
